Marca;Modelo;Comb;Faixa;Ano;Valor;Nome;;;
RENAULT ;LOGAN AUT 1016V;G;>100;2011; 16.244 ;LOGAN;;;
FIAT ;STILO FLEX;G;>100;2008; 16.239 ;STILO;;;
FORD ;COURIER 1.6 XL;G;>100;2008; 16.238 ;COURIER;;;
VW ;GOL PLUS 1.6;G;>100;2008; 16.236 ;GOL;;;
RENAULT ;SCENIC PRI 2016V;G;>100;2008; 16.234 ;SCENIC;;;
GM ;CORSA HATCH PREMIUM;G;>100;2009; 16.233 ;CORSA;;;
VW ;FOX 1.0 SUNRISE;G;>100;2009; 16.227 ;FOX;;;
CITROEN ;C4 PALLAS20EXM;G;>100;2008; 16.227 ;C4;;;
RENAULT ;KANGOO AUT1616;G;>100;2010; 16.227 ;KANGOO;;;
CITROEN ;C4 PALLAS20GLA;G;>100;2007; 16.226 ;C4;;;
CHERY ;TIGGO 2.0;G;>100;2009; 16.222 ;TIGGO;;;
FIAT ;SIENA HLX FLEX;G;>100;2008; 16.206 ;SIENA;;;
VW ;SAVEIRO 1.8;G;>100;2007; 16.206 ;SAVEIRO;;;
CITROEN ;C4 20 VTR;G;>100;2006; 16.199 ;C4;;;
VW ;GOL 1.8 POWER;G;>100;2008; 16.194 ;GOL;;;
FIAT ;DOBLO RONTAN AMB;G;>100;2006; 16.190 ;DOBLO;;;
CHERY ;QQ 1.1;G;>100;2014; 16.188 ;QQ;;;
RENAULT ;SANDERO EXP1016V;G;>100;2010; 16.180 ;SANDERO;;;
FORD ;COUR MODIFICAR AB1;G;>100;2009; 16.174 ;COUR;;;
CITROEN ;C3 GLX 14;G;>100;2009; 16.164 ;C3;;;
VW ;SPACEFOX COMFORT;G;>100;2007; 16.160 ;SPACEFOX;;;
FORD ;WILLIAM COURIER AMB;G;>100;2009; 16.160 ;WILLIAM;;;
GM ;MONTANA;G;>100;2008; 16.157 ;MONTANA;;;
PEUGEOT ;307 16 FX PR;G;>100;2007; 16.151 ;307;;;
GM ;ASTRA HATCH CD;G;>100;2007; 16.143 ;ASTRA;;;
FORD ;COURIER L 1.6 FLEX;G;>100;2010; 16.142 ;COURIER;;;
FORD ;FIESTA;G;>100;2010; 16.140 ;FIESTA;;;
GM ;ASTRA SEDAN ELEGANCE;G;>100;2006; 16.133 ;ASTRA;;;
VW ;SPACEFOX;G;>100;2006; 16.133 ;SPACEFOX;;;
PEUGEOT ;307SD 20S M FL;G;>100;2007; 16.132 ;307SD;;;
FIAT ;PALIO FIRE ECONOMY;G;>100;2013; 16.130 ;PALIO;;;
RENAULT ;SYMBOL PR1616V;G;>100;2010; 16.128 ;SYMBOL;;;
KIA ;CERATO EX 1.6N3;G;>100;2007; 16.121 ;CERATO;;;
FIAT ;UNO MILLE WAY ECON;G;>100;2013; 16.114 ;UNO;;;
CITROEN ;C3 GLX 16 A FLEX;G;>100;2008; 16.111 ;C3;;;
VW ;KOMBI TRANSFORM PAS;G;>100;2007; 16.110 ;KOMBI;;;
VW ;SAVEIRO 1.6 SPORTLINE;G;>100;2006; 16.103 ;SAVEIRO;;;
RENAULT ;CLIO AUT1016VH;G;>100;2013; 16.098 ;CLIO;;;
CHERY ;CIELO 1.6 SEDAN;G;>100;2011; 16.095 ;CIELO;;;
CHERY ;S18 1.3 FLEX;G;>100;2012; 16.092 ;S18;;;
FORD ;FOCUS GHIA 2.0LHA;G;>100;2007; 16.087 ;FOCUS;;;
GM ;MONTANA CONQUEST;G;>100;2008; 16.087 ;MONTANA;;;
FIAT ;STILO FLEX DUALOGIC;G;>100;2007; 16.083 ;STILO;;;
PEUGEOT ;207SW XR;G;>100;2010; 16.081 ;207SW;;;
FIAT ;UNO ATTRACTIVE 1.4;G;>100;2010; 16.080 ;UNO;;;
CITROEN ;C3 GLX 14 FLEX;G;>100;2009; 16.067 ;C3;;;
GM ;MONTANA TECFORM AB1;G;>100;2007; 16.055 ;MONTANA;;;
FIAT ;STILO SPORTING FLEX;G;>100;2007; 16.054 ;STILO;;;
CITROEN ;C3 GLX 16 FLEX;G;>100;2008; 16.052 ;C3;;;
FIAT ;STRADA TREK FLEX;G;>100;2008; 16.047 ;STRADA;;;
VW ;KOMBI;G;>100;2007; 16.045 ;KOMBI;;;
FORD ;FIESTA SEDAN;G;>100;2011; 16.042 ;FIESTA;;;
CHERY ;QQ 1.0;G;>100;2015; 16.040 ;QQ;;;
PEUGEOT ;307 SDFELINE A;G;>100;2007; 16.036 ;307;;;
NISSAN ;SENTRA S;G;>100;2006; 16.023 ;SENTRA;;;
VW ;SAVEIRO VIDA AMB;G;>100;2008; 16.022 ;SAVEIRO;;;
VW ;POLO 2.0;G;>100;2008; 16.021 ;POLO;;;
FIAT ;PALIO WK ADVEN FLEX;G;>100;2006; 16.017 ;PALIO;;;
GM ;MONTANA ENGESIG FURG;G;>100;2007; 16.016 ;MONTANA;;;
GM ;MERIVA JOY;G;>100;2008; 16.015 ;MERIVA;;;
VW ;SAVEIRO UNIVIDAS AMB;G;>100;2008; 16.013 ;SAVEIRO;;;
FIAT ;DOBLO CA UNIVIDAS A;G;>100;2006; 16.009 ;DOBLO;;;
RENAULT ;KGOO EXPRESS16;G;>100;2008; 16.009 ;KGOO;;;
PEUGEOT ;307SD PRES PK;G;>100;2008; 16.004 ;307SD;;;
HONDA ;FIT LXL;G;>100;2006; 16.001 ;FIT;;;
HONDA ;FIT LXL FLEX;G;>100;2006; 16.001 ;FIT;;;
RENAULT ;LOGAN PRI 16;G;>100;2009; 15.998 ;LOGAN;;;
PEUGEOT ;HOGGAR XLINE;G;>100;2011; 15.982 ;HOGGAR;;;
GM ;ASTRA HB 2P ADVANTAGE;G;>100;2007; 15.980 ;ASTRA;;;
FIAT ;PALIO FIRE REVESCAP;G;>100;2012; 15.965 ;PALIO;;;
FIAT ;PUNTO 1.4;G;>100;2008; 15.963 ;PUNTO;;;
VW ;SAVEIRO 1.8 CROSSOVER;G;>100;2006; 15.955 ;SAVEIRO;;;
GM ;MERIVA PREMIUM;G;>100;2006; 15.954 ;MERIVA;;;
PEUGEOT ;307SD PRESENCE;G;>100;2008; 15.952 ;307SD;;;
VW ;PARATI 1.6 TRACKFIELD;G;>100;2006; 15.937 ;PARATI;;;
GM ;MONTANA MODIFICAR AB1;G;>100;2007; 15.932 ;MONTANA;;;
PEUGEOT ;207HB XS;G;>100;2010; 15.930 ;207HB;;;
CHEVROLET ;CELTA 1.0L LT;G;>100;2010; 15.928 ;CELTA;;;
VW ;GOL 1.0 PLUS;G;>100;2012; 15.925 ;GOL;;;
VW ;POLO SEDAN 2.0 COMFOR;G;>100;2006; 15.921 ;POLO;;;
FIAT ;UNO FURGAO 1.0 FLEX;G;>100;2014; 15.917 ;UNO;;;
CITROEN ;C3 XTR 16 FLEX;G;>100;2008; 15.913 ;C3;;;
FIAT ;SIENA 1.4 TETRAFUEL;G;>100;2009; 15.906 ;SIENA;;;
RENAULT ;SYMBOL EX1616V;G;>100;2009; 15.900 ;SYMBOL;;;
VW ;PARATI PATRULH. 1.6;G;>100;2006; 15.898 ;PARATI;;;
FIAT ;STRAD MODIFICAR AB1;G;<80;2008; 15.898 ;STRAD;;;
PEUGEOT ;207PASSION XR S;G;>100;2009; 15.885 ;207PASSION;;;
VW ;PARATI PATRULH. 1.8;G;>100;2006; 15.883 ;PARATI;;;
CHERY ;CIELO 1.6 HATCH;G;>100;2011; 15.877 ;CIELO;;;
NISSAN ;TIIDA 18S FLEX;G;>100;2008; 15.863 ;TIIDA;;;
FORD ;COURIER RONTAN AMB2;G;>100;2008; 15.852 ;COURIER;;;
FORD ;FOCUS 1.6 FLEX FC;G;>100;2007; 15.841 ;FOCUS;;;
FIAT ;UNO VIVACE 1.0;G;>100;2010; 15.835 ;UNO;;;
FIAT ;STRADA FIRE CE;G;>100;2007; 15.829 ;STRADA;;;
VW ;SAVEIRO 1.6;G;>100;2008; 15.825 ;SAVEIRO;;;
FIAT ;STRAD TECFORM EM;G;>100;2008; 15.825 ;STRAD;;;
FIAT ;PALIO FIRE FLEX;G;>100;2013; 15.823 ;PALIO;;;
CITROEN ;PICASSO II20EXC;G;>100;2008; 15.822 ;PICASSO;;;
FORD ;FOCUS GHIA 2.0LFC;G;>100;2006; 15.806 ;FOCUS;;;
GM ;MONTANA MODIFICAR AB1;G;>100;2006; 15.796 ;MONTANA;;;
RENAULT ;SCENIC EXP 1616V;G;>100;2008; 15.788 ;SCENIC;;;
FIAT ;FIORINO IE;G;>100;2010; 15.787 ;FIORINO;;;
RENAULT ;MEGANESD EXPR 16;G;>100;2007; 15.777 ;MEGANESD;;;
PEUGEOT ;207PASSION XS A;G;>100;2008; 15.753 ;207PASSION;;;
RENAULT ;KANGOO AUT1616;G;>100;2009; 15.748 ;KANGOO;;;
CITROEN ;C3 EXCL 16 FLEX;G;>100;2008; 15.746 ;C3;;;
CITROEN ;C4 EXCL BVA;G;>100;2006; 15.746 ;C4;;;
FIAT ;PALIO 1.8 R FLEX;G;>100;2007; 15.743 ;PALIO;;;
FIAT ;UNO FURGAO 1.0 FLEX;G;>100;2013; 15.739 ;UNO;;;
FORD ;FIESTA TRAIL;G;>100;2008; 15.731 ;FIESTA;;;
RENAULT ;MEGANESD DYN 20;G;>100;2006; 15.725 ;MEGANESD;;;
VW ;PARATI CELA 1.8;G;>100;2006; 15.724 ;PARATI;;;
CHEVROLET ;CLASSIC LS;G;>100;2011; 15.719 ;CLASSIC;;;
FORD ;FIESTA 1.0F TRAIL 5;G;>100;2008; 15.717 ;FIESTA;;;
GM ;ASTRA SEDAN CONFORT;G;>100;2006; 15.716 ;ASTRA;;;
FIAT ;DOBLO CARGO;G;>100;2006; 15.716 ;DOBLO;;;
NISSAN ;SENTRA;G;>100;2006; 15.705 ;SENTRA;;;
HONDA ;FIT EX;G;>100;2006; 15.703 ;FIT;;;
GM ;ASTRA HB 4P COMFORT;G;>100;2006; 15.701 ;ASTRA;;;
GM ;MONTANA TECFORM AB1;G;>100;2006; 15.696 ;MONTANA;;;
VW ;SANTANA;G;>100;2006; 15.690 ;SANTANA;;;
FORD ;FOCUS GHIA 2.0LHA;G;>100;2006; 15.685 ;FOCUS;;;
FIAT ;STRADA FIRE CE;G;>100;2006; 15.684 ;STRADA;;;
PEUGEOT ;207HB XR;G;>100;2011; 15.675 ;207HB;;;
FIAT ;STRADA FIRE FLEX;G;>100;2008; 15.659 ;STRADA;;;
PEUGEOT ;207HB XR;G;>100;2010; 15.652 ;207HB;;;
VW ;GOL 1.6 POWER;G;>100;2009; 15.641 ;GOL;;;
GM ;ASTRA HB 4P ADVANTAGE;G;>100;2007; 15.640 ;ASTRA;;;
FIAT ;PALIO VIPK;G;>100;2011; 15.639 ;PALIO;;;
PEUGEOT ;307 SD16 PR PK;G;>100;2007; 15.635 ;307;;;
VW ;GOL 1.6 RALLYE;G;>100;2007; 15.632 ;GOL;;;
RENAULT ;SCENIC CAM 1616V;G;>100;2008; 15.631 ;SCENIC;;;
GM ;CLASSIC SPIRIT;G;>100;2010; 15.630 ;CLASSIC;;;
FIAT ;SIENA 1.4 TETRAFUEL;G;>100;2008; 15.630 ;SIENA;;;
FORD ;FIESTA FLEX;G;>100;2009; 15.629 ;FIESTA;;;
FIAT ;STRADA TREK FLEX;G;>100;2007; 15.625 ;STRADA;;;
GM ;MERIVA MAXX;G;>100;2006; 15.621 ;MERIVA;;;
PEUGEOT ;PART F TCA AMB;G;>100;2010; 15.620 ;PART;;;
RENAULT ;CLIO AUT 10H3P;G;>100;2015; 15.611 ;CLIO;;;
VW ;GOL 1.6 POWER GIV;G;>100;2006; 15.605 ;GOL;;;
PEUGEOT ;PART MARIMAR A;G;<80;2010; 15.604 ;PART;;;
CITROEN ;PICASSO II20GLX;G;>100;2007; 15.600 ;PICASSO;;;
VW ;GOL 1.0 GIV;G;>100;2012; 15.593 ;GOL;;;
RENAULT ;SANDERO AUT 16;G;>100;2010; 15.586 ;SANDERO;;;
NISSAN ;TIIDA 1.8 S;G;>100;2008; 15.580 ;TIIDA;;;
FIAT ;SIENA ELX FLEX;G;>100;2008; 15.569 ;SIENA;;;
FIAT ;DOBLO GREENCAR MO4;G;>100;2007; 15.569 ;DOBLO;;;
CHERY ;QQ 1.0;G;>100;2014; 15.563 ;QQ;;;
VW ;SAVEIRO AMBULANC 1.6;G;>100;2007; 15.555 ;SAVEIRO;;;
PEUGEOT ;PARTNER FURG;G;>100;2010; 15.555 ;PARTNER;;;
FIAT ;PALIO FIRE ECONOM;G;>100;2013; 15.550 ;PALIO;;;
CHERY ;QQ 1.0 ACT;G;>100;2014; 15.546 ;QQ;;;
PEUGEOT ;307SD 20S A GR;G;>100;2007; 15.525 ;307SD;;;
PEUGEOT ;307SD 20S A FL;G;>100;2007; 15.525 ;307SD;;;
FORD ;FOCUS 1.6 FLEX HA;G;>100;2008; 15.520 ;FOCUS;;;
FIAT ;UNO FLEX;G;>100;2014; 15.518 ;UNO;;;
FIAT ;PUNTO HLX 1.8;G;>100;2007; 15.501 ;PUNTO;;;
FORD ;KA 1.6 FLEX;G;>100;2010; 15.500 ;KA;;;
FIAT ;SIENA FIRE FLEX;G;>100;2010; 15.492 ;SIENA;;;
GM ;CORSA SEDAN MAXX;G;>100;2009; 15.489 ;CORSA;;;
RENAULT ;SCENIC AUT 1616V;G;>100;2008; 15.485 ;SCENIC;;;
VW ;SAVEIRO AMBULANC 1.8;G;>100;2006; 15.485 ;SAVEIRO;;;
GM ;PRISMA MAXX;G;>100;2009; 15.484 ;PRISMA;;;
KIA ;PICANTO EX3 1.0L;G;>100;2009; 15.481 ;PICANTO;;;
PEUGEOT ;207 5P;G;>100;2011; 15.477 ;207;;;
VW ;GOL TREND;G;>100;2011; 15.472 ;GOL;;;
FIAT ;PALIO FIRE REVESCAP;G;>100;2011; 15.472 ;PALIO;;;
PEUGEOT ;307SD16 FXPR;G;>100;2007; 15.470 ;307SD16;;;
VW ;KOMBI LOTACAO;D;>100;2007; 15.468 ;KOMBI;;;
VW ;KOMBI LOTACAO;G;>100;2007; 15.468 ;KOMBI;;;
PEUGEOT ;PARTNER;G;>100;2010; 15.465 ;PARTNER;;;
VW ;SAVEIRO 1.8;G;>100;2006; 15.453 ;SAVEIRO;;;
FIAT ;IDEA ELX FLEX;G;>100;2007; 15.450 ;IDEA;;;
FIAT ;IDEA HLX FLEX;G;>100;2006; 15.447 ;IDEA;;;
VW ;SAVEIRO RONTAN BOX;G;>100;2008; 15.441 ;SAVEIRO;;;
PEUGEOT ;207HB XR;G;>100;2011; 15.437 ;207HB;;;
RENAULT ;SANDERO EXP 16;G;>100;2008; 15.436 ;SANDERO;;;
FIAT ;UNO 1.0;G;>100;2016; 15.428 ;UNO;;;
RENAULT ;LOGAN EXP 1016V;G;>100;2010; 15.428 ;LOGAN;;;
VW ;PARATI 1.6;G;>100;2007; 15.427 ;PARATI;;;
FORD ;COURIER XL 1.6 FLEX;G;>100;2008; 15.427 ;COURIER;;;
VW ;GOL 1.0;G;>100;2012; 15.424 ;GOL;;;
RENAULT ;KANGOO AUT1616;G;>100;2008; 15.421 ;KANGOO;;;
NISSAN ;TIIDA 1.8 SL;G;>100;2007; 15.420 ;TIIDA;;;
FIAT ;PALIO WEEK HLX FLEX;G;>100;2006; 15.419 ;PALIO;;;
PEUGEOT ;207HB XS A;G;>100;2008; 15.415 ;207HB;;;
VW ;FOX 1.0 PLUS;G;>100;2009; 15.412 ;FOX;;;
CHEVROLET ;CLASSIC LS;G;>100;2010; 15.404 ;CLASSIC;;;
FIAT ;PALIO FIRE ECONOM;G;>100;2012; 15.399 ;PALIO;;;
GM ;CELTA 4P SPIRIT;G;>100;2010; 15.386 ;CELTA;;;
PEUGEOT ;207 5P;G;>100;2009; 15.385 ;207;;;
CITROEN ;C4 PALLAS20EXM;G;>100;2007; 15.385 ;C4;;;
RENAULT ;K MODIFICAR AM;D;>100;2006; 15.383 ;K;;;
VW ;SAVEIRO 1.6 TITAN;G;>100;2008; 15.375 ;SAVEIRO;;;
VW ;POLO SEDAN 1.6;G;>100;2006; 15.371 ;POLO;;;
FIAT ;UNO MILLE ECONOMY;G;>100;2012; 15.361 ;UNO;;;
FIAT ;UNO ECONOMY;G;>100;2013; 15.354 ;UNO;;;
GM ;CORSA HATCH SS;G;>100;2007; 15.354 ;CORSA;;;
VW ;KOMBI BUMER GL.CH;G;>100;2006; 15.353 ;KOMBI;;;
RENAULT ;CLIO AUT1016VH;G;>100;2012; 15.340 ;CLIO;;;
FIAT ;SIENA ELX FLEX;G;>100;2008; 15.335 ;SIENA;;;
FORD ;COURIER VIDA AMB;G;>100;2009; 15.331 ;COURIER;;;
CITROEN ;C4 PALLAS20EXP;G;>100;2007; 15.326 ;C4;;;
FORD ;FIESTA 1.6 FLEX;G;>100;2008; 15.324 ;FIESTA;;;
FIAT ;PALIO WEEK ELX FLEX;G;>100;2007; 15.321 ;PALIO;;;
RENAULT ;CLIO CAM1016VH;G;>100;2012; 15.302 ;CLIO;;;
FORD ;FIESTA SEDAN FLEX;G;>100;2009; 15.300 ;FIESTA;;;
VW ;KOMBI FURGAO;G;>100;2007; 15.299 ;KOMBI;;;
FORD ;KA FLEX;G;>100;2012; 15.298 ;KA;;;
CHEVROLET ;CELTA 1.0L LS;G;>100;2013; 15.294 ;CELTA;;;
VW ;FOX 1.6 SPORTLINE;G;>100;2006; 15.292 ;FOX;;;
VW ;GOL FURGAO;G;>100;2013; 15.291 ;GOL;;;
PEUGEOT ;207SW XS A;G;>100;2008; 15.288 ;207SW;;;
CITROEN ;C3 EXCL 14 FLEX;G;>100;2009; 15.287 ;C3;;;
PEUGEOT ;307 20S A GRIF;G;>100;2007; 15.283 ;307;;;
CITROEN ;XSARA PICASSOEXA;G;>100;2007; 15.280 ;XSARA;;;
FIAT ;PALIO;G;>100;2011; 15.278 ;PALIO;;;
GM ;CORSA HATCH PREMIUM;G;>100;2008; 15.275 ;CORSA;;;
FORD ;COURIER L 1.6 FLEX;G;>100;2009; 15.274 ;COURIER;;;
FIAT ;PUNTO 1.4;G;>100;2007; 15.271 ;PUNTO;;;
RENAULT ;SANDERO AUT 16;G;>100;2009; 15.264 ;SANDERO;;;
GM ;MONTANA ENGESIG AMB;G;>100;2007; 15.240 ;MONTANA;;;
VW ;GOL 1.0 TITAN GIV;G;>100;2011; 15.237 ;GOL;;;
PEUGEOT ;207PASSION XR;G;>100;2009; 15.235 ;207PASSION;;;
PEUGEOT ;307 20S A FELI;G;>100;2007; 15.232 ;307;;;
GM ;ASTRA SEDAN ADVANTAGE;G;>100;2007; 15.228 ;ASTRA;;;
GM ;MONTANA CONQUEST;G;>100;2007; 15.224 ;MONTANA;;;
FORD ;FOCUS 2.0L HA;G;>100;2008; 15.214 ;FOCUS;;;
FIAT ;PALIO FIRE ECONOMY;G;>100;2012; 15.202 ;PALIO;;;
FIAT ;FIORINO IE JAEDI AM;G;>100;2008; 15.198 ;FIORINO;;;
RENAULT ;KANGOO SPW1616;G;>100;2007; 15.196 ;KANGOO;;;
VW ;KOMBI S;G;>100;2007; 15.187 ;KOMBI;;;
VW ;KOMBI BUMER GL.CH;D;>100;2007; 15.185 ;KOMBI;;;
VW ;FOX 1.6;G;>100;2006; 15.179 ;FOX;;;
RENAULT ;SANDERO PRI1616V;G;>100;2007; 15.177 ;SANDERO;;;
FIAT ;STILO 16V;G;>100;2006; 15.176 ;STILO;;;
FIAT ;STRADA TREK FLEX;G;>100;2006; 15.176 ;STRADA;;;
CITROEN ;PICASSO II16EXCF;G;>100;2008; 15.156 ;PICASSO;;;
PEUGEOT ;207HB XR;G;>100;2010; 15.148 ;207HB;;;
GM ;ASTRA HB 4P ADVANTAGE;G;>100;2006; 15.136 ;ASTRA;;;
VW ;FOX 1.0 ROUTE;G;>100;2009; 15.132 ;FOX;;;
VW ;POLO 1.6;G;>100;2006; 15.131 ;POLO;;;
PEUGEOT ;307 20S FELINE;G;>100;2007; 15.107 ;307;;;
CITROEN ;C4 PALLAS20GLM;G;>100;2008; 15.101 ;C4;;;
VW ;FOX 1.0;G;>100;2008; 15.090 ;FOX;;;
FIAT ;FIORINO IE JAEDI AM;G;>100;2007; 15.089 ;FIORINO;;;
CHEVROLET ;PRISMA 1.0L LS;G;>100;2010; 15.070 ;PRISMA;;;
FIAT ;FIORINO CIRILO AMB;G;>100;2008; 15.069 ;FIORINO;;;
RENAULT ;SANDERO PRI 16;G;>100;2007; 15.058 ;SANDERO;;;
FIAT ;PALIO 1.8 R FLEX;G;>100;2006; 15.050 ;PALIO;;;
GM ;CORSA HATCH MAXX;G;>100;2010; 15.046 ;CORSA;;;
RENAULT ;LOGAN PRI 16;G;>100;2008; 15.044 ;LOGAN;;;
VW ;KOMBI PICK UP;G;>100;2006; 15.044 ;KOMBI;;;
VW ;GOL 1.0 ECOMOTION GIV;G;>100;2012; 15.041 ;GOL;;;
RENAULT ;LOGAN PRI 1616V;G;>100;2008; 15.033 ;LOGAN;;;
PEUGEOT ;307SD 20S A FL;G;>100;2006; 15.016 ;307SD;;;
FORD ;ECOSPORT;G;>100;2006; 15.014 ;ECOSPORT;;;
VW ;S GREENCAR AMB M12;G;<80;2009; 15.003 ;S;;;
VW ;POLO 1.6 SPORTLINE;G;>100;2006; 14.997 ;POLO;;;
CITROEN ;PICASSO II20GLXA;G;>100;2007; 14.994 ;PICASSO;;;
PEUGEOT ;207 5P;G;>100;2008; 14.988 ;207;;;
GM ;CORSA SEDAN PREMIUM;G;>100;2008; 14.982 ;CORSA;;;
VW ;KOMBI ESCOLAR;D;>100;2007; 14.977 ;KOMBI;;;
VW ;KOMBI ESCOLAR;G;>100;2007; 14.977 ;KOMBI;;;
PEUGEOT ;207HB XR S;G;>100;2009; 14.975 ;207HB;;;
GM ;MERIVA JOY;G;>100;2007; 14.960 ;MERIVA;;;
FORD ;FIESTA TRAIL 1.6F;G;>100;2008; 14.960 ;FIESTA;;;
FORD ;FIESTA 1.6F TRAIL 5;G;>100;2008; 14.957 ;FIESTA;;;
PEUGEOT ;307SD 20S M FL;G;>100;2006; 14.953 ;307SD;;;
RENAULT ;SYMBOL PR1616V;G;>100;2009; 14.953 ;SYMBOL;;;
PEUGEOT ;207SW XR S;G;>100;2010; 14.928 ;207SW;;;
FORD ;FIESTA;G;>100;2009; 14.913 ;FIESTA;;;
CITROEN ;C3 XTR 14 FLEX;G;>100;2008; 14.906 ;C3;;;
CITROEN ;C3 EXCL 14 FLEX;G;>100;2008; 14.905 ;C3;;;
VW ;GOL 1.0 PLUS;G;>100;2008; 14.905 ;GOL;;;
VW ;SAVEIRO VIDA AMB;G;>100;2007; 14.903 ;SAVEIRO;;;
VW ;GOL 1.0 ECOMOTION GIV;G;>100;2011; 14.901 ;GOL;;;
FIAT ;FIORINO;G;>100;2008; 14.899 ;FIORINO;;;
KIA ;CERATO GLS 2.0 N1;G;>100;2006; 14.884 ;CERATO;;;
KIA ;CERATO EX 2.0N1;G;>100;2006; 14.884 ;CERATO;;;
VW ;SPACEFOX COMFORT;G;>100;2006; 14.883 ;SPACEFOX;;;
FIAT ;MAREA WEEKEND SX;G;>100;2007; 14.881 ;MAREA;;;
CHEVROLET ;CLASSIC;G;>100;2010; 14.879 ;CLASSIC;;;
FIAT ;PALIO FIRE FLEX;G;>100;2012; 14.876 ;PALIO;;;
PEUGEOT ;207 3P;G;>100;2010; 14.869 ;207;;;
FIAT ;MAREA WEEKEND ELX;G;>100;2006; 14.863 ;MAREA;;;
RENAULT ;CLIO EXP1016VH;G;>100;2012; 14.861 ;CLIO;;;
FIAT ;DOBLO GREENCAR MO4;G;>100;2006; 14.859 ;DOBLO;;;
CITROEN ;C3 GLX 16 FLEX;G;>100;2007; 14.855 ;C3;;;
HONDA ;CIVIC LX;G;>100;2008; 14.843 ;CIVIC;;;
PEUGEOT ;207SW XR S;G;>100;2009; 14.840 ;207SW;;;
RENAULT ;MEGANESD DYN 16;G;>100;2006; 14.832 ;MEGANESD;;;
VW ;PARATI 1.6;G;>100;2006; 14.829 ;PARATI;;;
FORD ;FOCUS 2.0L FC;G;>100;2008; 14.819 ;FOCUS;;;
CITROEN ;C3 GLX 14 FLEX;G;>100;2008; 14.816 ;C3;;;
GM ;CELTA 4P LIFE;G;>100;2011; 14.813 ;CELTA;;;
RENAULT ;LOGAN EXP 1016V;G;>100;2009; 14.812 ;LOGAN;;;
FORD ;COURIER RONTAN VAN;G;>100;2006; 14.807 ;COURIER;;;
GM ;ASTRA SPORT;G;>100;2006; 14.798 ;ASTRA;;;
FIAT ;SIENA 1.4;G;<80;2007; 14.790 ;SIENA;;;
PEUGEOT ;207HB XR S;G;>100;2008; 14.790 ;207HB;;;
RENAULT ;CLIO RT 1.6 16V;G;>100;2012; 14.789 ;CLIO;;;
GM ;MONTANA ENGESIG AMB;G;>100;2006; 14.780 ;MONTANA;;;
FIAT ;PALIO FIRE;G;>100;2011; 14.778 ;PALIO;;;
RENAULT ;LOGAN EXP 16;G;>100;2009; 14.775 ;LOGAN;;;
CITROEN ;XSARA PICASSOGXA;G;>100;2007; 14.774 ;XSARA;;;
CITROEN ;C3 XTR 16 FLEX;G;>100;2007; 14.760 ;C3;;;
CITROEN ;PICASSO II20EXCA;G;>100;2007; 14.758 ;PICASSO;;;
PEUGEOT ;207HB XR S;G;>100;2009; 14.751 ;207HB;;;
RENAULT ;CLIO AUT1016VH;G;>100;2011; 14.751 ;CLIO;;;
VW ;GOL PATRULHEIRO 1.6;G;>100;2008; 14.748 ;GOL;;;
VW ;KOMBI AMBULANCIA;G;>100;2007; 14.745 ;KOMBI;;;
GM ;CORSA HATCH MAXX;G;>100;2009; 14.744 ;CORSA;;;
VW ;GOL 1.6 GIV;G;>100;2008; 14.742 ;GOL;;;
FIAT ;PALIO FIRE ECONOM;G;>100;2011; 14.737 ;PALIO;;;
CHERY ;A316 SEDAN;G;>100;2010; 14.731 ;A316;;;
FORD ;FOCUS 1.6L HA;G;>100;2007; 14.730 ;FOCUS;;;
CHERY ;CIELO 1.6 SEDAN;G;>100;2010; 14.727 ;CIELO;;;
PEUGEOT ;PART F TCA AMB;G;>100;2009; 14.725 ;PART;;;
VW ;SAVEIRO 1.6;G;>100;2007; 14.723 ;SAVEIRO;;;
RENAULT ;CLIO AUT 10H3P;G;>100;2014; 14.722 ;CLIO;;;
NISSAN ;TIIDA 1.8 S;G;>100;2007; 14.718 ;TIIDA;;;
RENAULT ;SCENIC EXP 1616V;G;>100;2007; 14.713 ;SCENIC;;;
VW ;FOX 1.0;G;>100;2007; 14.708 ;FOX;;;
RENAULT ;SCENIC PRI 2016V;G;>100;2007; 14.698 ;SCENIC;;;
CHERY ;FACE 1.3 FLEX;G;>100;2014; 14.693 ;FACE;;;
RENAULT ;CLIO RT 1.6 16V;D;>100;2012; 14.686 ;CLIO;;;
CHERY ;A316 SEDAN;G;>100;2009; 14.681 ;A316;;;
CHERY ;S18D;G;>100;2010; 14.679 ;S18D;;;
FIAT ;STRADA FIRE CE FLEX;G;>100;2006; 14.678 ;STRADA;;;
VW ;KOMBI BUMER GL.CH;D;>100;2006; 14.674 ;KOMBI;;;
FORD ;COURIER 1.6 XL;G;>100;2007; 14.661 ;COURIER;;;
FORD ;FIESTA 1.6 FLEX;G;>100;2007; 14.656 ;FIESTA;;;
RENAULT ;SYMBOL EX1616V;G;>100;2008; 14.655 ;SYMBOL;;;
PEUGEOT ;207PASSION XS;G;>100;2009; 14.643 ;207PASSION;;;
PEUGEOT ;307SW 20S ALLU;G;>100;2007; 14.641 ;307SW;;;
VW ;VOYAGE;G;>100;2010; 14.637 ;VOYAGE;;;
RENAULT ;SANDERO EXP1016V;G;>100;2009; 14.629 ;SANDERO;;;
FIAT ;PALIO HLX FLEX;G;>100;2007; 14.623 ;PALIO;;;
